"age","job","marital","education","default","balance","housing","loan","contact","y","price"
41,"management","divorced","tertiary","no",1757,"no","no","cellula","no",40
31,"unknown","married","tertiary","no",526,"","no","cellula","no",37
52,"blue-collar","married","primary","no",359,"no","no","telepho","no",43
37,"management","single","tertiary","no",0,"no","no","cellula","no",55
30,"management","married","tertiary","no",20,"no","no","cellula","no",33
39,"management","married","secondary","no",46,"yes","no","cellula","no",4
39,"management","divorced","tertiary","no",373,"no","no","cellula","no",57
50,"blue-collar","married","secondary","no",3558,"no","no","cellula","no",35
32,"technician","married","secondary","no",485,"no","no","cellula","no",0
32,"technician","single","tertiary","no",127,"yes","no","cellula","no",53
40,"technician","divorced","secondary","no",6,"no","no","cellula","no",29
45,"technician","divorced","tertiary","no",0,"no","no","cellula","no",34
34,"management","single","tertiary","",1612,"no","no","cellula","no",76
38,"management","single","tertiary","no",1272,"no","no","cellula","no",88
50,"housemaid","married","primary","no",0,"no","no","cellula","no",51
39,"technician","married","secondary","no",462,"no","no","cellula","no",16
34,"self-employe","single","secondary","no",296,"no","no","cellula","ye",66
33,"","single","secondary","no",151,"yes","no","cellula","no",55
55,"technician","divorced","tertiary","no",56,"no","no","cellula","no",52
36,"management","single","tertiary","no",730,"no","no","cellula","no",80
45,"technician","married","secondary","no",3460,"no","no","cellula","no",51
38,"technician","single","tertiary","no",187,"no","no","cellula","no",59
50,"self-employe","","tertiary","no",1503,"no","no","cellula","no",76
51,"","married","secondary","no",285,"yes","yes","cellula","no",58
31,"technician","divorced","tertiary","no",0,"no","no","cellula","ye",63
48,"management","married","tertiary","no",567,"no","no","cellula","no",48
33,"management","married","tertiary","no",0,"no","no","cellula","no",51
35,"technician","married","secondary","no",0,"no","no","cellula","no",14
34,"services","married","secondary","no",1632,"no","no","cellula","no",43
45,"technician","divorced","tertiary","no",917,"no","no","cellula","no",45
35,"technician","married","secondary","no",0,"no","no","cellula","no",32
51,"services","married","unknown","no",3413,"no","no","cellula","no",68
49,"management","married","tertiary","no",0,"no","no","cellula","no",45
48,"entrepreneur","married","primary","no",386,"no","yes","cellula","no",67
37,"management","married","tertiary","no",40,"no","no","cellula","ye",64
58,"admin.","married","secondary","no",0,"","no","cellula","no",3
53,"management","married","","no",2094,"no","yes","cellula","no",103
54,"management","married","tertiary","no",656,"yes","yes","cellula","no",58
30,"management","single","tertiary","no",60,"no","no","cellula","no",58
52,"management","married","tertiary","no",1158,"no","no","cellula","no",63
49,"blue-collar","married","secondary","no",2673,"no","no","cellula","no",37
55,"retired","married","secondary","no",39,"no","no","cellula","no",16
37,"technician","married","tertiary","no",143,"no","no","cellula","no",49
37,"self-employe","married","secondary","no",487,"no","yes","cellula","no",39
59,"","married","primary","no",-47,"yes","no","cellula","no",38
32,"management","single","tertiary","no",1836,"no","no","cellula","no",88
49,"blue-collar","married","secondary","no",-417,"no","no","cellula","no",8
59,"retired","","secondary","no",2396,"no","no","cellula","ye",70
35,"technician","divorced","secondary","no",1085,"no","no","cellula","no",37
41,"management","married","tertiary","no",6563,"no","no","cellula","no",78
38,"technician","married","tertiary","no",51,"no","no","telepho","no",48
51,"technician","married","tertiary","no",1121,"no","no","cellula","no",61
52,"management","divorced","tertiary","no",0,"no","no","cellula","no",44
55,"services","married","unknown","no",2944,"no","no","cellula","ye",82
40,"technician","married","secondary","no",336,"no","no","cellula","no",17
46,"blue-collar","married","secondary","no",836,"no","no","cellula","no",34
38,"management","married","tertiary","no",3724,"yes","no","cellula","no",37
40,"management","married","tertiary","no",105,"yes","yes","cellula","no",47
38,"technician","married","secondary","no",258,"no","no","cellula","no",24
47,"admin.","married","secondary","no",1647,"no","no","cellula","no",36
31,"management","married","tertiary","no",917,"yes","no","cellula","no",46
39,"","single","tertiary","no",0,"no","no","cellula","no",79
52,"","married","primary","no",0,"no","no","cellula","no",70
44,"management","married","tertiary","",-84,"yes","no","cellula","no",27
35,"","single","secondary","no",344,"no","no","cellula","ye",80
42,"management","single","tertiary","no",1,"no","no","cellula","no",75
42,"technician","divorced","secondary","no",324,"yes","no","cellula","no",0
58,"management","married","tertiary","no",2076,"no","no","cellula","no",70
33,"management","single","tertiary","no",0,"no","no","cellula","no",77
31,"management","single","secondary","no",36,"no","no","cellula","no",53
48,"technician","married","secondary","no",98,"no","no","cellula","no",22
59,"management","married","tertiary","no",0,"no","no","cellula","no",44
31,"technician","married","tertiary","no",313,"yes","no","cellula","no",22
35,"technician","married","tertiary","no",25,"no","no","cellula","no",52
33,"management","single","tertiary","no",7084,"no","no","cellula","ye",124
48,"management","married","tertiary","no",6748,"no","no","cellula","no",79
56,"self-employe","married","tertiary","no",719,"no","no","cellula","no",42
41,"management","married","tertiary","no",24,"no","no","cellula","no",34
36,"technician","married","secondary","no",30,"no","no","cellula","no",36
48,"admin.","married","secondary","no",35,"no","no","cellula","no",22
36,"admin.","married","tertiary","no",6485,"no","no","cellula","no",80
38,"management","married","tertiary","no",3228,"no","no","cellula","no",62
44,"management","single","tertiary","no",639,"no","no","cellula","no",59
31,"technician","single","secondary","no",46,"no","no","cellula","no",50
42,"technician","divorced","","no",765,"no","no","cellula","no",57
35,"management","single","tertiary","no",362,"no","no","cellula","no",74
36,"management","single","tertiary","no",0,"no","no","cellula","no",59
41,"management","married","tertiary","no",46,"no","no","cellula","no",49
31,"technician","divorced","secondary","no",24,"","yes","cellula","no",34
36,"technician","married","secondary","no",25,"no","no","cellula","no",36
32,"management","married","tertiary","no",2204,"no","no","cellula","no",57
53,"unemployed","married","primary","no",49,"","no","cellula","no",50
58,"retired","married","primary","no",-102,"yes","yes","cellula","no",52
32,"technician","single","secondary","no",1107,"no","no","cellula","no",70
41,"technician","married","secondary","no",128,"yes","no","cellula","no",0
59,"blue-collar","married","primary","no",699,"no","no","cellula","no",38
32,"management","single","tertiary","no",0,"no","no","cellula","no",54
65,"retired","married","secondary","no",63,"no","no","cellula","no",5
32,"management","married","tertiary","no",0,"no","no","cellula","no",32
46,"management","married","","no",0,"no","no","cellula","no",51
51,"blue-collar","married","secondary","no",16,"yes","yes","telepho","no",21
31,"technician","married","tertiary","no",11,"no","no","cellula","no",49
30,"technician","single","secondary","no",0,"no","no","cellula","no",30
56,"blue-collar","married","secondary","no",297,"no","yes","telepho","no",40
31,"technician","divorced","secondary","no",-175,"no","no","telepho","no",16
33,"technician","married","tertiary","no",1020,"no","no","cellula","no",51
46,"management","divorced","secondary","no",0,"no","no","cellula","ye",39
48,"technician","divorced","tertiary","no",2328,"no","no","cellula","no",59
30,"technician","married","tertiary","no",569,"no","no","cellula","ye",62
47,"services","married","primary","no",6,"no","no","cellula","no",55
52,"technician","married","","no",1697,"no","yes","cellula","no",83
33,"technician","single","secondary","yes",-173,"no","no","cellula","no",68
34,"management","single","tertiary","no",127,"no","no","cellula","no",56
51,"","married","primary","no",3726,"","yes","cellula","no",87
40,"entrepreneur","married","primary","no",324,"yes","no","cellula","no",19
38,"technician","divorced","secondary","no",-453,"no","yes","cellula","no",44
56,"blue-collar","married","secondary","no",605,"no","yes","cellula","no",51
31,"technician","married","secondary","",522,"yes","yes","cellula","no",44
34,"technician","single","tertiary","no",3578,"yes","no","cellula","no",47
43,"housemaid","married","tertiary","no",0,"no","no","cellula","no",40
43,"technician","divorced","secondary","no",-414,"no","no","cellula","no",33
57,"technician","married","secondary","no",104,"no","no","cellula","no",25
39,"management","married","tertiary","no",1041,"no","no","cellula","no",68
45,"blue-collar","married","primary","no",692,"yes","yes","cellula","no",49
45,"technician","married","tertiary","no",91,"no","no","cellula","no",50
46,"technician","married","unknown","no",312,"no","","cellula","no",25
46,"services","married","secondary","no",236,"no","no","cellula","no",29
35,"technician","married","secondary","",-1459,"yes","no","cellula","no",17
42,"technician","married","secondary","no",314,"no","no","cellula","no",5
50,"","married","primary","no",157,"no","no","cellula","no",56
55,"admin.","married","secondary","no",1232,"no","no","cellula","no",38
55,"technician","married","secondary","",570,"no","no","cellula","no",32
37,"unemployed","divorced","secondary","no",385,"no","no","telepho","no",47
54,"blue-collar","married","primary","no",946,"no","no","cellula","no",41
31,"management","married","tertiary","no",607,"no","no","cellula","no",48
41,"admin.","married","secondary","no",875,"no","yes","cellula","no",52
55,"blue-collar","married","secondary","no",328,"no","yes","cellula","no",41
46,"management","married","secondary","no",0,"no","no","cellula","no",26
52,"technician","married","secondary","no",470,"no","no","cellula","no",17
34,"management","single","tertiary","no",-2,"no","no","cellula","no",77
56,"retired","married","primary","no",-1,"no","no","cellula","no",36
44,"technician","single","secondary","no",-34,"no","yes","cellula","no",72
46,"admin.","married","secondary","no",979,"","no","cellula","no",9
39,"management","divorced","tertiary","",81,"yes","yes","cellula","no",49
49,"management","married","tertiary","no",2809,"yes","no","cellula","no",49
